"district_id","state_id","n_non","n_dalit","emp_rate_non","emp_rate_dalit","within_gap"
3,"(18) Assam 18",156,26,33.3333333333333,30.7692307692308,-2.56410256410256
3,"(21) Orissa 21",185,57,48.6486486486487,47.3684210526316,-1.28022759601708
3,"(22) Chhattisgarh 22",132,22,70.4545454545455,45.4545454545455,-25
3,"(27) Maharashtra 27",666,62,50.3003003003003,50,-0.300300300300307
3,"(28) Andhra Pradesh 28",577,223,46.9670710571924,54.2600896860987,7.29301862890628
3,"(29) Karnataka 29",384,123,43.75,43.0894308943089,-0.660569105691053
3,"(33) Tamil Nadu 33",106,60,31.1320754716981,43.3333333333333,12.2012578616352
4,"(02) Himachal Pradesh 02",494,149,62.3481781376518,60.4026845637584,-1.94549357389343
4,"(03) Punjab 03",224,281,34.8214285714286,35.9430604982206,1.12163192679207
4,"(06) Haryana 06",459,101,44.6623093681917,44.5544554455446,-0.107853922647166
4,"(08) Rajasthan 08",594,488,58.0808080808081,52.8688524590164,-5.21195562179169
4,"(09) Uttar Pradesh 09",1275,164,34.3529411764706,35.9756097560976,1.62266857962697
4,"(19) West Bengal 19",151,35,36.4238410596026,31.4285714285714,-4.99526963103122
4,"(22) Chhattisgarh 22",530,44,60.5660377358491,54.5454545454545,-6.02058319039451
4,"(23) Madhya Pradesh 23",184,26,36.4130434782609,30.7692307692308,-5.6438127090301
4,"(24) Gujarat 24",260,41,49.6153846153846,41.4634146341463,-8.15196998123827
4,"(28) Andhra Pradesh 28",723,281,54.6334716459198,54.8042704626335,0.170798816713678
4,"(33) Tamil Nadu 33",248,38,37.5,31.5789473684211,-5.92105263157895
5,"(02) Himachal Pradesh 02",720,550,74.4444444444444,65.4545454545455,-8.98989898989899
5,"(03) Punjab 03",201,265,43.7810945273632,31.3207547169811,-12.4603398103821
5,"(05) Uttarakhand 05",217,105,37.3271889400922,39.0476190476191,1.72043010752689
5,"(06) Haryana 06",484,461,43.1818181818182,40.5639913232104,-2.61782685860776
5,"(08) Rajasthan 08",699,157,47.0672389127325,57.9617834394904,10.894544526758
5,"(09) Uttar Pradesh 09",360,86,41.9444444444444,45.3488372093023,3.40439276485788
5,"(10) Bihar 10",632,191,41.4556962025316,37.696335078534,-3.75936112399761
5,"(21) Orissa 21",666,121,45.945945945946,37.1900826446281,-8.75586330131785
5,"(23) Madhya Pradesh 23",853,206,55.9202813599062,62.621359223301,6.70107786339477
5,"(27) Maharashtra 27",351,99,52.4216524216524,60.6060606060606,8.18440818440819
5,"(28) Andhra Pradesh 28",436,154,34.4036697247706,37.012987012987,2.60931728821637
5,"(29) Karnataka 29",938,245,54.6908315565032,56.3265306122449,1.6356990557417
5,"(32) Kerala 32",968,127,23.7603305785124,40.1574803149606,16.3971497364482
5,"(33) Tamil Nadu 33",321,158,51.4018691588785,46.8354430379747,-4.56642612090381
6,"(02) Himachal Pradesh 02",469,175,61.407249466951,63.4285714285714,2.02132196162046
6,"(06) Haryana 06",256,78,45.3125,41.025641025641,-4.28685897435898
6,"(08) Rajasthan 08",844,227,44.0758293838863,53.3039647577093,9.22813537382299
6,"(09) Uttar Pradesh 09",124,90,48.3870967741936,56.6666666666667,8.27956989247311
6,"(10) Bihar 10",150,53,30,41.5094339622642,11.5094339622642
6,"(18) Assam 18",1085,174,40.2764976958525,43.1034482758621,2.82695058000953
6,"(19) West Bengal 19",768,254,44.6614583333333,49.6062992125984,4.9448408792651
6,"(21) Orissa 21",436,87,41.0550458715596,35.632183908046,-5.42286196351365
6,"(22) Chhattisgarh 22",106,90,63.2075471698113,61.1111111111111,-2.09643605870021
6,"(24) Gujarat 24",493,67,39.3509127789047,31.3432835820896,-8.00762919681511
6,"(27) Maharashtra 27",320,62,58.125,64.5161290322581,6.39112903225806
6,"(28) Andhra Pradesh 28",307,84,28.0130293159609,35.7142857142857,7.7012563983248
6,"(29) Karnataka 29",288,42,47.5694444444444,52.3809523809524,4.81150793650794
6,"(32) Kerala 32",355,39,30.1408450704225,35.8974358974359,5.75659082701337
6,"(33) Tamil Nadu 33",97,69,36.0824742268041,43.4782608695652,7.3957866427611
7,"(03) Punjab 03",469,230,47.9744136460554,40,-7.97441364605544
